Stage,Xmom,Ymom,timestamp,DateTimeTZ
0.516,0,0,1067030100,2003-10-25 07:15:00+10:00
0.546,0,0,1067031000,2003-10-25 07:30:00+10:00
0.536,0,0,1067031900,2003-10-25 07:45:00+10:00
0.536,0,0,1067032800,2003-10-25 08:00:00+10:00
0.526,0,0,1067033700,2003-10-25 08:15:00+10:00
0.496,0,0,1067034600,2003-10-25 08:30:00+10:00
0.446,0,0,1067035500,2003-10-25 08:45:00+10:00
0.376,0,0,1067036400,2003-10-25 09:00:00+10:00
0.326,0,0,1067037300,2003-10-25 09:15:00+10:00
0.276,0,0,1067038200,2003-10-25 09:30:00+10:00
0.166,0,0,1067039100,2003-10-25 09:45:00+10:00
0.086,0,0,1067040000,2003-10-25 10:00:00+10:00
0.006,0,0,1067040900,2003-10-25 10:15:00+10:00
-0.084,0,0,1067041800,2003-10-25 10:30:00+10:00
-0.154,0,0,1067042700,2003-10-25 10:45:00+10:00
-0.274,0,0,1067043600,2003-10-25 11:00:00+10:00
-0.334,0,0,1067044500,2003-10-25 11:15:00+10:00
-0.414,0,0,1067045400,2003-10-25 11:30:00+10:00
-0.484,0,0,1067046300,2003-10-25 11:45:00+10:00
-0.564,0,0,1067047200,2003-10-25 12:00:00+10:00
-0.644,0,0,1067048100,2003-10-25 12:15:00+10:00
-0.684,0,0,1067049000,2003-10-25 12:30:00+10:00
-0.734,0,0,1067049900,2003-10-25 12:45:00+10:00
-0.774,0,0,1067050800,2003-10-25 13:00:00+10:00
-0.824,0,0,1067051700,2003-10-25 13:15:00+10:00
-0.814,0,0,1067052600,2003-10-25 13:30:00+10:00
-0.804,0,0,1067053500,2003-10-25 13:45:00+10:00
-0.834,0,0,1067054400,2003-10-25 14:00:00+10:00
-0.814,0,0,1067055300,2003-10-25 14:15:00+10:00
-0.804,0,0,1067056200,2003-10-25 14:30:00+10:00
-0.714,0,0,1067057100,2003-10-25 14:45:00+10:00
-0.714,0,0,1067058000,2003-10-25 15:00:00+10:00
-0.694,0,0,1067058900,2003-10-25 15:15:00+10:00
-0.614,0,0,1067059800,2003-10-25 15:30:00+10:00
-0.574,0,0,1067060700,2003-10-25 15:45:00+10:00
-0.434,0,0,1067061600,2003-10-25 16:00:00+10:00
-0.354,0,0,1067062500,2003-10-25 16:15:00+10:00
-0.354,0,0,1067063400,2003-10-25 16:30:00+10:00
-0.224,0,0,1067064300,2003-10-25 16:45:00+10:00
-0.094,0,0,1067065200,2003-10-25 17:00:00+10:00
-0.054,0,0,1067066100,2003-10-25 17:15:00+10:00
0.036,0,0,1067067000,2003-10-25 17:30:00+10:00
0.106,0,0,1067067900,2003-10-25 17:45:00+10:00
0.166,0,0,1067068800,2003-10-25 18:00:00+10:00
0.306,0,0,1067069700,2003-10-25 18:15:00+10:00
0.326,0,0,1067070600,2003-10-25 18:30:00+10:00
0.366,0,0,1067071500,2003-10-25 18:45:00+10:00
0.426,0,0,1067072400,2003-10-25 19:00:00+10:00
0.476,0,0,1067073300,2003-10-25 19:15:00+10:00
0.546,0,0,1067074200,2003-10-25 19:30:00+10:00
0.506,0,0,1067075100,2003-10-25 19:45:00+10:00
0.506,0,0,1067076000,2003-10-25 20:00:00+10:00
0.536,0,0,1067076900,2003-10-25 20:15:00+10:00
0.536,0,0,1067077800,2003-10-25 20:30:00+10:00
0.466,0,0,1067078700,2003-10-25 20:45:00+10:00
0.396,0,0,1067079600,2003-10-25 21:00:00+10:00
0.396,0,0,1067080500,2003-10-25 21:15:00+10:00
0.376,0,0,1067081400,2003-10-25 21:30:00+10:00
0.256,0,0,1067082300,2003-10-25 21:45:00+10:00
0.176,0,0,1067083200,2003-10-25 22:00:00+10:00
0.066,0,0,1067084100,2003-10-25 22:15:00+10:00
0.036,0,0,1067085000,2003-10-25 22:30:00+10:00
-0.024,0,0,1067085900,2003-10-25 22:45:00+10:00
-0.174,0,0,1067086800,2003-10-25 23:00:00+10:00
-0.284,0,0,1067087700,2003-10-25 23:15:00+10:00
-0.344,0,0,1067088600,2003-10-25 23:30:00+10:00
-0.344,0,0,1067089500,2003-10-25 23:45:00+10:00
-0.454,0,0,1067090400,2003-10-26 00:00:00+10:00
-0.634,0,0,1067091300,2003-10-26 00:15:00+10:00
-0.634,0,0,1067092200,2003-10-26 00:30:00+10:00
-0.644,0,0,1067093100,2003-10-26 00:45:00+10:00
-0.644,0,0,1067094000,2003-10-26 01:00:00+10:00
-0.764,0,0,1067094900,2003-10-26 01:15:00+10:00
-0.844,0,0,1067095800,2003-10-26 01:30:00+10:00
-0.774,0,0,1067096700,2003-10-26 01:45:00+10:00
-0.764,0,0,1067097600,2003-10-26 03:00:00+11:00
-0.774,0,0,1067098500,2003-10-26 03:15:00+11:00
-0.804,0,0,1067099400,2003-10-26 03:30:00+11:00
-0.794,0,0,1067100300,2003-10-26 03:45:00+11:00
-0.694,0,0,1067101200,2003-10-26 04:00:00+11:00
-0.644,0,0,1067102100,2003-10-26 04:15:00+11:00
-0.614,0,0,1067103000,2003-10-26 04:30:00+11:00
-0.564,0,0,1067103900,2003-10-26 04:45:00+11:00
-0.504,0,0,1067104800,2003-10-26 05:00:00+11:00
-0.344,0,0,1067105700,2003-10-26 05:15:00+11:00
-0.284,0,0,1067106600,2003-10-26 05:30:00+11:00
-0.224,0,0,1067107500,2003-10-26 05:45:00+11:00
-0.134,0,0,1067108400,2003-10-26 06:00:00+11:00
-0.024,0,0,1067109300,2003-10-26 06:15:00+11:00
0.096,0,0,1067110200,2003-10-26 06:30:00+11:00
0.146,0,0,1067111100,2003-10-26 06:45:00+11:00
0.236,0,0,1067112000,2003-10-26 07:00:00+11:00
0.336,0,0,1067112900,2003-10-26 07:15:00+11:00
0.406,0,0,1067113800,2003-10-26 07:30:00+11:00
0.506,0,0,1067114700,2003-10-26 07:45:00+11:00
0.506,0,0,1067115600,2003-10-26 08:00:00+11:00
0.586,0,0,1067116500,2003-10-26 08:15:00+11:00
0.666,0,0,1067117400,2003-10-26 08:30:00+11:00
0.696,0,0,1067118300,2003-10-26 08:45:00+11:00
0.686,0,0,1067119200,2003-10-26 09:00:00+11:00
0.676,0,0,1067120100,2003-10-26 09:15:00+11:00
0.746,0,0,1067121000,2003-10-26 09:30:00+11:00
0.726,0,0,1067121900,2003-10-26 09:45:00+11:00
0.686,0,0,1067122800,2003-10-26 10:00:00+11:00
0.616,0,0,1067123700,2003-10-26 10:15:00+11:00
0.606,0,0,1067124600,2003-10-26 10:30:00+11:00
0.566,0,0,1067125500,2003-10-26 10:45:00+11:00
0.476,0,0,1067126400,2003-10-26 11:00:00+11:00
0.376,0,0,1067127300,2003-10-26 11:15:00+11:00
0.306,0,0,1067128200,2003-10-26 11:30:00+11:00
0.226,0,0,1067129100,2003-10-26 11:45:00+11:00
0.156,0,0,1067130000,2003-10-26 12:00:00+11:00
0.036,0,0,1067130900,2003-10-26 12:15:00+11:00
-0.084,0,0,1067131800,2003-10-26 12:30:00+11:00
-0.154,0,0,1067132700,2003-10-26 12:45:00+11:00
-0.214,0,0,1067133600,2003-10-26 13:00:00+11:00
-0.354,0,0,1067134500,2003-10-26 13:15:00+11:00
-0.394,0,0,1067135400,2003-10-26 13:30:00+11:00
-0.514,0,0,1067136300,2003-10-26 13:45:00+11:00
-0.554,0,0,1067137200,2003-10-26 14:00:00+11:00
-0.604,0,0,1067138100,2003-10-26 14:15:00+11:00
-0.694,0,0,1067139000,2003-10-26 14:30:00+11:00
-0.724,0,0,1067139900,2003-10-26 14:45:00+11:00
-0.774,0,0,1067140800,2003-10-26 15:00:00+11:00
-0.764,0,0,1067141700,2003-10-26 15:15:00+11:00
-0.794,0,0,1067142600,2003-10-26 15:30:00+11:00
-0.844,0,0,1067143500,2003-10-26 15:45:00+11:00
-0.784,0,0,1067144400,2003-10-26 16:00:00+11:00
-0.784,0,0,1067145300,2003-10-26 16:15:00+11:00
-0.764,0,0,1067146200,2003-10-26 16:30:00+11:00
-0.704,0,0,1067147100,2003-10-26 16:45:00+11:00
-0.674,0,0,1067148000,2003-10-26 17:00:00+11:00
-0.614,0,0,1067148900,2003-10-26 17:15:00+11:00
-0.544,0,0,1067149800,2003-10-26 17:30:00+11:00
-0.464,0,0,1067150700,2003-10-26 17:45:00+11:00
-0.424,0,0,1067151600,2003-10-26 18:00:00+11:00
-0.294,0,0,1067152500,2003-10-26 18:15:00+11:00
-0.224,0,0,1067153400,2003-10-26 18:30:00+11:00
-0.144,0,0,1067154300,2003-10-26 18:45:00+11:00
-0.034,0,0,1067155200,2003-10-26 19:00:00+11:00
0.016,0,0,1067156100,2003-10-26 19:15:00+11:00
0.086,0,0,1067157000,2003-10-26 19:30:00+11:00
0.216,0,0,1067157900,2003-10-26 19:45:00+11:00
0.256,0,0,1067158800,2003-10-26 20:00:00+11:00
0.326,0,0,1067159700,2003-10-26 20:15:00+11:00
0.356,0,0,1067160600,2003-10-26 20:30:00+11:00
0.446,0,0,1067161500,2003-10-26 20:45:00+11:00
0.486,0,0,1067162400,2003-10-26 21:00:00+11:00
0.486,0,0,1067163300,2003-10-26 21:15:00+11:00
0.546,0,0,1067164200,2003-10-26 21:30:00+11:00
0.526,0,0,1067165100,2003-10-26 21:45:00+11:00
0.506,0,0,1067166000,2003-10-26 22:00:00+11:00
0.526,0,0,1067166900,2003-10-26 22:15:00+11:00
0.506,0,0,1067167800,2003-10-26 22:30:00+11:00
0.436,0,0,1067168700,2003-10-26 22:45:00+11:00
0.416,0,0,1067169600,2003-10-26 23:00:00+11:00
0.366,0,0,1067170500,2003-10-26 23:15:00+11:00
0.296,0,0,1067171400,2003-10-26 23:30:00+11:00
0.246,0,0,1067172300,2003-10-26 23:45:00+11:00
0.146,0,0,1067173200,2003-10-27 00:00:00+11:00
0.076,0,0,1067174100,2003-10-27 00:15:00+11:00
-0.014,0,0,1067175000,2003-10-27 00:30:00+11:00
-0.084,0,0,1067175900,2003-10-27 00:45:00+11:00
-0.144,0,0,1067176800,2003-10-27 01:00:00+11:00
-0.264,0,0,1067177700,2003-10-27 01:15:00+11:00
-0.314,0,0,1067178600,2003-10-27 01:30:00+11:00
-0.374,0,0,1067179500,2003-10-27 01:45:00+11:00
-0.444,0,0,1067180400,2003-10-27 02:00:00+11:00
-0.474,0,0,1067181300,2003-10-27 02:15:00+11:00
-0.534,0,0,1067182200,2003-10-27 02:30:00+11:00
-0.614,0,0,1067183100,2003-10-27 02:45:00+11:00
-0.624,0,0,1067184000,2003-10-27 03:00:00+11:00
-0.624,0,0,1067184900,2003-10-27 03:15:00+11:00
-0.684,0,0,1067185800,2003-10-27 03:30:00+11:00
-0.644,0,0,1067186700,2003-10-27 03:45:00+11:00
-0.654,0,0,1067187600,2003-10-27 04:00:00+11:00
-0.674,0,0,1067188500,2003-10-27 04:15:00+11:00
-0.574,0,0,1067189400,2003-10-27 04:30:00+11:00
-0.604,0,0,1067190300,2003-10-27 04:45:00+11:00
-0.554,0,0,1067191200,2003-10-27 05:00:00+11:00
-0.464,0,0,1067192100,2003-10-27 05:15:00+11:00
-0.414,0,0,1067193000,2003-10-27 05:30:00+11:00
-0.314,0,0,1067193900,2003-10-27 05:45:00+11:00
-0.254,0,0,1067194800,2003-10-27 06:00:00+11:00
-0.174,0,0,1067195700,2003-10-27 06:15:00+11:00
-0.064,0,0,1067196600,2003-10-27 06:30:00+11:00
0.006,0,0,1067197500,2003-10-27 06:45:00+11:00
0.106,0,0,1067198400,2003-10-27 07:00:00+11:00
0.186,0,0,1067199300,2003-10-27 07:15:00+11:00
0.266,0,0,1067200200,2003-10-27 07:30:00+11:00
0.386,0,0,1067201100,2003-10-27 07:45:00+11:00
0.466,0,0,1067202000,2003-10-27 08:00:00+11:00
0.506,0,0,1067202900,2003-10-27 08:15:00+11:00
0.596,0,0,1067203800,2003-10-27 08:30:00+11:00
0.686,0,0,1067204700,2003-10-27 08:45:00+11:00
0.706,0,0,1067205600,2003-10-27 09:00:00+11:00
0.796,0,0,1067206500,2003-10-27 09:15:00+11:00
0.816,0,0,1067207400,2003-10-27 09:30:00+11:00
0.816,0,0,1067208300,2003-10-27 09:45:00+11:00
0.876,0,0,1067209200,2003-10-27 10:00:00+11:00
0.846,0,0,1067210100,2003-10-27 10:15:00+11:00
0.836,0,0,1067211000,2003-10-27 10:30:00+11:00
0.816,0,0,1067211900,2003-10-27 10:45:00+11:00
0.796,0,0,1067212800,2003-10-27 11:00:00+11:00
0.736,0,0,1067213700,2003-10-27 11:15:00+11:00
0.676,0,0,1067214600,2003-10-27 11:30:00+11:00
0.606,0,0,1067215500,2003-10-27 11:45:00+11:00
0.516,0,0,1067216400,2003-10-27 12:00:00+11:00
0.446,0,0,1067217300,2003-10-27 12:15:00+11:00
0.366,0,0,1067218200,2003-10-27 12:30:00+11:00
0.256,0,0,1067219100,2003-10-27 12:45:00+11:00
0.156,0,0,1067220000,2003-10-27 13:00:00+11:00
0.066,0,0,1067220900,2003-10-27 13:15:00+11:00
-0.014,0,0,1067221800,2003-10-27 13:30:00+11:00
-0.134,0,0,1067222700,2003-10-27 13:45:00+11:00
-0.224,0,0,1067223600,2003-10-27 14:00:00+11:00
-0.304,0,0,1067224500,2003-10-27 14:15:00+11:00
-0.414,0,0,1067225400,2003-10-27 14:30:00+11:00
-0.444,0,0,1067226300,2003-10-27 14:45:00+11:00
-0.534,0,0,1067227200,2003-10-27 15:00:00+11:00
-0.604,0,0,1067228100,2003-10-27 15:15:00+11:00
-0.644,0,0,1067229000,2003-10-27 15:30:00+11:00
-0.674,0,0,1067229900,2003-10-27 15:45:00+11:00
-0.724,0,0,1067230800,2003-10-27 16:00:00+11:00
-0.764,0,0,1067231700,2003-10-27 16:15:00+11:00
-0.764,0,0,1067232600,2003-10-27 16:30:00+11:00
-0.774,0,0,1067233500,2003-10-27 16:45:00+11:00
-0.744,0,0,1067234400,2003-10-27 17:00:00+11:00
-0.754,0,0,1067235300,2003-10-27 17:15:00+11:00
-0.744,0,0,1067236200,2003-10-27 17:30:00+11:00
-0.674,0,0,1067237100,2003-10-27 17:45:00+11:00
-0.654,0,0,1067238000,2003-10-27 18:00:00+11:00
-0.574,0,0,1067238900,2003-10-27 18:15:00+11:00
-0.524,0,0,1067239800,2003-10-27 18:30:00+11:00
-0.484,0,0,1067240700,2003-10-27 18:45:00+11:00
-0.374,0,0,1067241600,2003-10-27 19:00:00+11:00
-0.304,0,0,1067242500,2003-10-27 19:15:00+11:00
-0.224,0,0,1067243400,2003-10-27 19:30:00+11:00
-0.164,0,0,1067244300,2003-10-27 19:45:00+11:00
-0.064,0,0,1067245200,2003-10-27 20:00:00+11:00
0.026,0,0,1067246100,2003-10-27 20:15:00+11:00
0.086,0,0,1067247000,2003-10-27 20:30:00+11:00
0.146,0,0,1067247900,2003-10-27 20:45:00+11:00
0.186,0,0,1067248800,2003-10-27 21:00:00+11:00
0.286,0,0,1067249700,2003-10-27 21:15:00+11:00
0.316,0,0,1067250600,2003-10-27 21:30:00+11:00
0.346,0,0,1067251500,2003-10-27 21:45:00+11:00
0.406,0,0,1067252400,2003-10-27 22:00:00+11:00
0.426,0,0,1067253300,2003-10-27 22:15:00+11:00
0.466,0,0,1067254200,2003-10-27 22:30:00+11:00
0.446,0,0,1067255100,2003-10-27 22:45:00+11:00
0.456,0,0,1067256000,2003-10-27 23:00:00+11:00
0.456,0,0,1067256900,2003-10-27 23:15:00+11:00
0.446,0,0,1067257800,2003-10-27 23:30:00+11:00
0.386,0,0,1067258700,2003-10-27 23:45:00+11:00
0.346,0,0,1067259600,2003-10-28 00:00:00+11:00
0.326,0,0,1067260500,2003-10-28 00:15:00+11:00
0.246,0,0,1067261400,2003-10-28 00:30:00+11:00
0.196,0,0,1067262300,2003-10-28 00:45:00+11:00
0.096,0,0,1067263200,2003-10-28 01:00:00+11:00
0.086,0,0,1067264100,2003-10-28 01:15:00+11:00
-0.024,0,0,1067265000,2003-10-28 01:30:00+11:00
-0.084,0,0,1067265900,2003-10-28 01:45:00+11:00
-0.134,0,0,1067266800,2003-10-28 02:00:00+11:00
-0.234,0,0,1067267700,2003-10-28 02:15:00+11:00
-0.244,0,0,1067268600,2003-10-28 02:30:00+11:00
-0.304,0,0,1067269500,2003-10-28 02:45:00+11:00
-0.384,0,0,1067270400,2003-10-28 03:00:00+11:00
-0.434,0,0,1067271300,2003-10-28 03:15:00+11:00
-0.444,0,0,1067272200,2003-10-28 03:30:00+11:00
-0.464,0,0,1067273100,2003-10-28 03:45:00+11:00
-0.524,0,0,1067274000,2003-10-28 04:00:00+11:00
-0.524,0,0,1067274900,2003-10-28 04:15:00+11:00
-0.544,0,0,1067275800,2003-10-28 04:30:00+11:00
-0.534,0,0,1067276700,2003-10-28 04:45:00+11:00
-0.494,0,0,1067277600,2003-10-28 05:00:00+11:00
-0.504,0,0,1067278500,2003-10-28 05:15:00+11:00
-0.474,0,0,1067279400,2003-10-28 05:30:00+11:00
-0.404,0,0,1067280300,2003-10-28 05:45:00+11:00
-0.334,0,0,1067281200,2003-10-28 06:00:00+11:00
-0.294,0,0,1067282100,2003-10-28 06:15:00+11:00
-0.254,0,0,1067283000,2003-10-28 06:30:00+11:00
-0.144,0,0,1067283900,2003-10-28 06:45:00+11:00
-0.054,0,0,1067284800,2003-10-28 07:00:00+11:00
-0.014,0,0,1067285700,2003-10-28 07:15:00+11:00
0.066,0,0,1067286600,2003-10-28 07:30:00+11:00
0.146,0,0,1067287500,2003-10-28 07:45:00+11:00
0.246,0,0,1067288400,2003-10-28 08:00:00+11:00
0.346,0,0,1067289300,2003-10-28 08:15:00+11:00
0.426,0,0,1067290200,2003-10-28 08:30:00+11:00
0.476,0,0,1067291100,2003-10-28 08:45:00+11:00
0.536,0,0,1067292000,2003-10-28 09:00:00+11:00
0.676,0,0,1067292900,2003-10-28 09:15:00+11:00
0.726,0,0,1067293800,2003-10-28 09:30:00+11:00
0.716,0,0,1067294700,2003-10-28 09:45:00+11:00
0.806,0,0,1067295600,2003-10-28 10:00:00+11:00
0.846,0,0,1067296500,2003-10-28 10:15:00+11:00
0.876,0,0,1067297400,2003-10-28 10:30:00+11:00
0.846,0,0,1067298300,2003-10-28 10:45:00+11:00
0.866,0,0,1067299200,2003-10-28 11:00:00+11:00
0.876,0,0,1067300100,2003-10-28 11:15:00+11:00
0.856,0,0,1067301000,2003-10-28 11:30:00+11:00
0.826,0,0,1067301900,2003-10-28 11:45:00+11:00
0.766,0,0,1067302800,2003-10-28 12:00:00+11:00
0.686,0,0,1067303700,2003-10-28 12:15:00+11:00
0.666,0,0,1067304600,2003-10-28 12:30:00+11:00
0.616,0,0,1067305500,2003-10-28 12:45:00+11:00
0.466,0,0,1067306400,2003-10-28 13:00:00+11:00
0.386,0,0,1067307300,2003-10-28 13:15:00+11:00
0.346,0,0,1067308200,2003-10-28 13:30:00+11:00
0.236,0,0,1067309100,2003-10-28 13:45:00+11:00
0.136,0,0,1067310000,2003-10-28 14:00:00+11:00
0.036,0,0,1067310900,2003-10-28 14:15:00+11:00
-0.084,0,0,1067311800,2003-10-28 14:30:00+11:00
-0.124,0,0,1067312700,2003-10-28 14:45:00+11:00
-0.194,0,0,1067313600,2003-10-28 15:00:00+11:00
-0.314,0,0,1067314500,2003-10-28 15:15:00+11:00
-0.424,0,0,1067315400,2003-10-28 15:30:00+11:00
-0.444,0,0,1067316300,2003-10-28 15:45:00+11:00
-0.504,0,0,1067317200,2003-10-28 16:00:00+11:00
-0.544,0,0,1067318100,2003-10-28 16:15:00+11:00
-0.604,0,0,1067319000,2003-10-28 16:30:00+11:00
-0.684,0,0,1067319900,2003-10-28 16:45:00+11:00
-0.744,0,0,1067320800,2003-10-28 17:00:00+11:00
-0.674,0,0,1067321700,2003-10-28 17:15:00+11:00
-0.724,0,0,1067322600,2003-10-28 17:30:00+11:00
-0.764,0,0,1067323500,2003-10-28 17:45:00+11:00
-0.714,0,0,1067324400,2003-10-28 18:00:00+11:00
-0.734,0,0,1067325300,2003-10-28 18:15:00+11:00
-0.694,0,0,1067326200,2003-10-28 18:30:00+11:00
-0.514,0,0,1067327100,2003-10-28 18:45:00+11:00
-0.704,0,0,1067328000,2003-10-28 19:00:00+11:00
-0.534,0,0,1067328900,2003-10-28 19:15:00+11:00
-0.424,0,0,1067329800,2003-10-28 19:30:00+11:00
-0.414,0,0,1067330700,2003-10-28 19:45:00+11:00
-0.354,0,0,1067331600,2003-10-28 20:00:00+11:00
-0.274,0,0,1067332500,2003-10-28 20:15:00+11:00
-0.204,0,0,1067333400,2003-10-28 20:30:00+11:00
-0.134,0,0,1067334300,2003-10-28 20:45:00+11:00
-0.014,0,0,1067335200,2003-10-28 21:00:00+11:00
-0.004,0,0,1067336100,2003-10-28 21:15:00+11:00
0.046,0,0,1067337000,2003-10-28 21:30:00+11:00
0.116,0,0,1067337900,2003-10-28 21:45:00+11:00
0.256,0,0,1067338800,2003-10-28 22:00:00+11:00
0.326,0,0,1067339700,2003-10-28 22:15:00+11:00
0.256,0,0,1067340600,2003-10-28 22:30:00+11:00
0.296,0,0,1067341500,2003-10-28 22:45:00+11:00
0.466,0,0,1067342400,2003-10-28 23:00:00+11:00
0.476,0,0,1067343300,2003-10-28 23:15:00+11:00
0.436,0,0,1067344200,2003-10-28 23:30:00+11:00
0.446,0,0,1067345100,2003-10-28 23:45:00+11:00
0.436,0,0,1067346000,2003-10-29 00:00:00+11:00
0.526,0,0,1067346900,2003-10-29 00:15:00+11:00
0.396,0,0,1067347800,2003-10-29 00:30:00+11:00
0.426,0,0,1067348700,2003-10-29 00:45:00+11:00
0.316,0,0,1067349600,2003-10-29 01:00:00+11:00
0.266,0,0,1067350500,2003-10-29 01:15:00+11:00
0.376,0,0,1067351400,2003-10-29 01:30:00+11:00
0.126,0,0,1067352300,2003-10-29 01:45:00+11:00
0.276,0,0,1067353200,2003-10-29 02:00:00+11:00
0.066,0,0,1067354100,2003-10-29 02:15:00+11:00
0.076,0,0,1067355000,2003-10-29 02:30:00+11:00
0.156,0,0,1067355900,2003-10-29 02:45:00+11:00
-0.174,0,0,1067356800,2003-10-29 03:00:00+11:00
-0.054,0,0,1067357700,2003-10-29 03:15:00+11:00
-0.084,0,0,1067358600,2003-10-29 03:30:00+11:00
-0.144,0,0,1067359500,2003-10-29 03:45:00+11:00
-0.264,0,0,1067360400,2003-10-29 04:00:00+11:00
-0.304,0,0,1067361300,2003-10-29 04:15:00+11:00
-0.194,0,0,1067362200,2003-10-29 04:30:00+11:00
-0.274,0,0,1067363100,2003-10-29 04:45:00+11:00
-0.354,0,0,1067364000,2003-10-29 05:00:00+11:00
-0.384,0,0,1067364900,2003-10-29 05:15:00+11:00
-0.264,0,0,1067365800,2003-10-29 05:30:00+11:00
-0.304,0,0,1067366700,2003-10-29 05:45:00+11:00
-0.294,0,0,1067367600,2003-10-29 06:00:00+11:00
-0.254,0,0,1067368500,2003-10-29 06:15:00+11:00
-0.324,0,0,1067369400,2003-10-29 06:30:00+11:00
-0.124,0,0,1067370300,2003-10-29 06:45:00+11:00
-0.084,0,0,1067371200,2003-10-29 07:00:00+11:00
-0.114,0,0,1067372100,2003-10-29 07:15:00+11:00
-0.094,0,0,1067373000,2003-10-29 07:30:00+11:00
0.086,0,0,1067373900,2003-10-29 07:45:00+11:00
0.136,0,0,1067374800,2003-10-29 08:00:00+11:00
0.196,0,0,1067375700,2003-10-29 08:15:00+11:00
0.216,0,0,1067376600,2003-10-29 08:30:00+11:00
0.326,0,0,1067377500,2003-10-29 08:45:00+11:00
0.456,0,0,1067378400,2003-10-29 09:00:00+11:00
0.516,0,0,1067379300,2003-10-29 09:15:00+11:00
0.546,0,0,1067380200,2003-10-29 09:30:00+11:00
0.616,0,0,1067381100,2003-10-29 09:45:00+11:00
0.666,0,0,1067382000,2003-10-29 10:00:00+11:00
0.796,0,0,1067382900,2003-10-29 10:15:00+11:00
0.766,0,0,1067383800,2003-10-29 10:30:00+11:00
0.786,0,0,1067384700,2003-10-29 10:45:00+11:00
0.896,0,0,1067385600,2003-10-29 11:00:00+11:00
0.876,0,0,1067386500,2003-10-29 11:15:00+11:00
0.906,0,0,1067387400,2003-10-29 11:30:00+11:00
0.906,0,0,1067388300,2003-10-29 11:45:00+11:00
0.856,0,0,1067389200,2003-10-29 12:00:00+11:00
0.916,0,0,1067390100,2003-10-29 12:15:00+11:00
0.876,0,0,1067391000,2003-10-29 12:30:00+11:00
0.796,0,0,1067391900,2003-10-29 12:45:00+11:00
0.776,0,0,1067392800,2003-10-29 13:00:00+11:00
0.756,0,0,1067393700,2003-10-29 13:15:00+11:00
0.666,0,0,1067394600,2003-10-29 13:30:00+11:00
0.556,0,0,1067395500,2003-10-29 13:45:00+11:00
0.546,0,0,1067396400,2003-10-29 14:00:00+11:00
0.386,0,0,1067397300,2003-10-29 14:15:00+11:00
0.376,0,0,1067398200,2003-10-29 14:30:00+11:00
0.266,0,0,1067399100,2003-10-29 14:45:00+11:00
0.146,0,0,1067400000,2003-10-29 15:00:00+11:00
0.076,0,0,1067400900,2003-10-29 15:15:00+11:00
0.016,0,0,1067401800,2003-10-29 15:30:00+11:00
-0.024,0,0,1067402700,2003-10-29 15:45:00+11:00
-0.204,0,0,1067403600,2003-10-29 16:00:00+11:00
-0.274,0,0,1067404500,2003-10-29 16:15:00+11:00
-0.284,0,0,1067405400,2003-10-29 16:30:00+11:00
-0.374,0,0,1067406300,2003-10-29 16:45:00+11:00
-0.464,0,0,1067407200,2003-10-29 17:00:00+11:00
-0.514,0,0,1067408100,2003-10-29 17:15:00+11:00
-0.544,0,0,1067409000,2003-10-29 17:30:00+11:00
-0.594,0,0,1067409900,2003-10-29 17:45:00+11:00
-0.604,0,0,1067410800,2003-10-29 18:00:00+11:00
-0.674,0,0,1067411700,2003-10-29 18:15:00+11:00
-0.684,0,0,1067412600,2003-10-29 18:30:00+11:00
-0.644,0,0,1067413500,2003-10-29 18:45:00+11:00
-0.664,0,0,1067414400,2003-10-29 19:00:00+11:00
-0.634,0,0,1067415300,2003-10-29 19:15:00+11:00
-0.654,0,0,1067416200,2003-10-29 19:30:00+11:00
-0.614,0,0,1067417100,2003-10-29 19:45:00+11:00
-0.554,0,0,1067418000,2003-10-29 20:00:00+11:00
-0.504,0,0,1067418900,2003-10-29 20:15:00+11:00
-0.494,0,0,1067419800,2003-10-29 20:30:00+11:00
-0.464,0,0,1067420700,2003-10-29 20:45:00+11:00
-0.364,0,0,1067421600,2003-10-29 21:00:00+11:00
-0.294,0,0,1067422500,2003-10-29 21:15:00+11:00
-0.254,0,0,1067423400,2003-10-29 21:30:00+11:00
-0.234,0,0,1067424300,2003-10-29 21:45:00+11:00
-0.124,0,0,1067425200,2003-10-29 22:00:00+11:00
-0.054,0,0,1067426100,2003-10-29 22:15:00+11:00
-0.044,0,0,1067427000,2003-10-29 22:30:00+11:00
0.076,0,0,1067427900,2003-10-29 22:45:00+11:00
0.096,0,0,1067428800,2003-10-29 23:00:00+11:00
0.126,0,0,1067429700,2003-10-29 23:15:00+11:00
0.246,0,0,1067430600,2003-10-29 23:30:00+11:00
0.206,0,0,1067431500,2003-10-29 23:45:00+11:00
0.236,0,0,1067432400,2003-10-30 00:00:00+11:00
0.326,0,0,1067433300,2003-10-30 00:15:00+11:00
0.316,0,0,1067434200,2003-10-30 00:30:00+11:00
0.286,0,0,1067435100,2003-10-30 00:45:00+11:00
0.316,0,0,1067436000,2003-10-30 01:00:00+11:00
0.336,0,0,1067436900,2003-10-30 01:15:00+11:00
0.296,0,0,1067437800,2003-10-30 01:30:00+11:00
0.286,0,0,1067438700,2003-10-30 01:45:00+11:00
0.236,0,0,1067439600,2003-10-30 02:00:00+11:00
0.236,0,0,1067440500,2003-10-30 02:15:00+11:00
